Frame,ROI0,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,ROI10,ROI11,ROI12,ROI13,ROI14,ROI15,ROI16,ROI17,ROI18,ROI19,ROI20,ROI21,ROI22,ROI23,ROI24,ROI25,ROI26,ROI27,ROI28,ROI29,ROI30,ROI31,ROI32,ROI33,ROI34,ROI35,ROI36,ROI37,ROI38,ROI39,ROI40,ROI41,ROI42,ROI43,ROI44,ROI45,ROI46,ROI47,ROI48,ROI49,ROI50,ROI51,ROI52,ROI53,ROI54,ROI55,ROI56,ROI57,ROI58,ROI59,ROI60,ROI61,ROI62,ROI63,ROI64,ROI65,ROI66,ROI67,ROI68,ROI69,ROI70,ROI71,ROI72,ROI73,ROI74,ROI75,ROI76,ROI77,ROI78,ROI79,ROI80,ROI81,ROI82,ROI83,ROI84,ROI85,ROI86,ROI87,ROI88,ROI89,ROI90,ROI91,ROI92,ROI93,ROI94,ROI95,ROI96,ROI97,ROI98,ROI99,ROI100,ROI101,ROI102,ROI103,ROI104,ROI105,ROI106,ROI107,ROI108,ROI109,ROI110,ROI111,ROI112,ROI113,ROI114,ROI115,ROI116,ROI117,ROI118,ROI119,ROI120,ROI121,ROI122,ROI123,ROI124,ROI125,ROI126,ROI127,ROI128,ROI129
81,15.33333,16.66667,14.75,15,15.38261,16.8913,12.26087,12.66667,17,15.40909,13.57143,15.15385,13.33333,16.30924,20.17437,14.5,11.15,12.25,16.62579,14.94286,11,14.98,16,13.22222,15.5,14.78723,43.10942,12.64,15.36129,13,11.62963,16.81,12.42857,15.33333,16.39711,11.9,16.25989,17,13.33333,13.27778,18.36344,13.72727,12.40625,16.0566,26.64962,15,18.26175,15.90476,13.5,18.85714,17.14103,18.18182,25.5332,17.33557,13.81481,14.9,15.16,17.3871,15.1,19.9534,15.96241,15.16667,17.66279,16.54571,17.02273,16.61026,24.7519,14.07692,19.55329,17.46667,14.2766,17.73118,16.61539,14.59091,14,13.65217,19.31915,16.85897,16.42308,17.01031,15.40816,16.22881,10,17.54545,18.24473,16.98266,17.495,18.21428,17.75,20.05085,19.81081,15.28571,18.26837,20.09091,21.62033,22.6875,18.55422,21.32297,16.72222,16.44,15.66667,17.11842,17.27966,16,18.5,20.23636,26.91946,13.89796,17.36,16.73585,16.6391,16.48672,19.55597,15.49505,13.52941,17.16327,17.53846,17.4,12.66667,11.81818,16.5,16.59575,17.38554,16.95142,16.66667,13.5,16.81967,12.33333,17.79524,16.66667
82,16,13,15.125,18,14.9913,16.22464,13.73913,13.13333,15,15.63636,13.71429,14.60577,11,16.53012,20.3542,12.5,13.75,16.25,16.31132,14.34286,11,14.34,14.90909,14.66667,13.5,14.5,43.40723,15.84,15.77419,14,13.31481,17.065,13.57143,13.83333,15.88809,13.04,16.24859,17.125,12,11.88889,17.5785,14,13.78125,15.43396,26.92327,14,17.26175,16.25541,12.4,16.5,17.32051,16.63636,25.67188,18.18121,14.44444,18.6,13.08,17.03226,17.2,19.7699,16,15.73333,16.88372,16.6,17.15909,15.92821,24.75951,13.61539,19.56009,17.5,14.97872,15.87097,17.76923,15,15,13.45652,19.70638,17.82051,16.62088,15.95876,15.14286,16.75424,9.666667,17.81818,18.46625,16.13295,16.81,17.27143,16.58333,19.10169,18.32432,16.71428,18.61874,19.41818,21.15768,19.03125,17.94578,20.85885,16.55556,16.12,16.33333,18.05263,17.11017,16,17,19.93636,26.36603,14.30612,16.92,17.31132,16.22556,16.9469,19.03731,15.68317,14.88235,16.57143,17.38461,14.92,14.66667,14.36364,16.5,15.65957,17.60542,17.2834,16.16667,13.9,16.7541,11.33333,17.49048,17.45098
83,12.33333,12,14.5,14.66667,15.42609,16.96377,12.82609,13.2,13,13.68182,12.42857,15.76923,11.66667,17.00402,20.64431,11,11.7,13.75,16.79874,15.74286,19,14.12,15.72727,16.11111,15,14,43.33111,13.32,15.47742,15,12.94444,16.545,13,14.33333,16.20578,12.5,15.9096,16.875,15,14.5,17.46667,12.63636,12.84375,15.32076,26.92583,11,17.77181,15.88312,13.1,16.78572,15.60256,20.63636,25.39648,18.34899,13.11111,15.6,13.32,18.12903,16.4,19.52913,15.69925,14.76667,16.2907,16.79714,17.34091,16.86667,24.6035,13.76923,19.09297,15.83333,13.93617,16.56989,15.84615,14.13636,19,13.95652,19.18723,17.3718,17.05494,16.3299,14.92857,15.65254,9.666667,16.45455,17.8692,16.2948,17.215,17.42857,15.83333,20.79661,18.64865,15,18.96805,20.52727,20.47925,21.09375,17.98193,20.12201,15.45833,16.64,15.55556,18.01316,17.40678,10.6,13,20.24545,26.55024,14.49796,16.76,16.85849,17.28572,17.46018,19.94403,15.82178,14.79412,17.08163,17.30769,16.12,15,12.36364,14.25,15.53191,17.71386,17.12146,18.5,13.8,16.04098,11.33333,17.12857,16.7549
84,10.66667,13.66667,18.125,18,15.0087,16.27536,13.56522,12.4,12,14.45455,10.71429,15.45192,14,17.13253,20.25137,18.5,14.5,11.75,16.50629,15.14286,18,14.78,15.81818,11.44444,18.5,15,43.26451,13.68,15.63871,14,12.96296,16.83,12.42857,13.16667,16.01805,11.82,16.08475,16.375,9.333333,14.11111,17.79785,12.81818,13.59375,15.03774,26.5601,13.5,17.94631,16.00866,13.7,17.85714,16.25641,16.45455,25.38281,17.91275,14.22222,13.6,13.44,17.93548,16.4,19.65825,15.34586,15,16.30233,17.02857,15.77273,16.08205,24.44521,15.69231,18.67574,17.15,13.3617,16.03226,17,13.90909,16,14.67391,18.6766,17.51282,17.11539,16.73196,14.92857,15.74576,12.33333,17.63636,18.22363,16.43931,17.275,18.3,14.95833,20.05085,17.81081,18.42857,18.65069,19.87273,19.56432,18.5,17.74096,19.93541,15.63889,16,17.77778,17.51316,17.10169,11.2,14,19.24545,26.19936,14.29388,17.32,17.10377,16.59398,16.67257,18.81343,15.31683,13.88235,16.55102,16.80769,15.88,12.41667,11.72727,16.08333,15.59575,17.01205,17.15385,17.16667,13.85,15.20492,12.16667,17.35714,16.26471
85,12.33333,13.66667,12.625,17.83333,14.95652,16.97101,12.65217,13,12,14.22727,11.85714,15.17308,13,16.95984,20.76155,12.5,12.25,14.25,16.71698,14.05714,18,14.06,13.54545,13.77778,13,14.3617,43.27308,13.52,15.70323,14,12.88889,16.01,12.71429,12.66667,16.09386,14.2,15.34463,16.375,14.33333,14.5,17.81936,12.90909,12.4375,14.98113,26.56778,13.5,17.4698,15.47186,12.3,15.78571,16.29487,18,24.99414,17.24832,14.11111,15.4,13.84,16.54839,15.8,19.62136,15.65414,15.96667,17.56977,17.12286,15.77273,16.43077,24.06393,15.38461,18.48753,15.3,14.97872,16.48387,16.46154,14.09091,14,14.45652,19.34468,16.52564,17.01099,16.26804,15.2551,15.5339,11.33333,15.81818,18.1097,16.07514,16.82,17.27143,16.54167,20.08475,18.56757,14.71429,18.79127,20.61818,19.48963,19.1875,17.77711,19.90431,16.81944,15.52,19.55556,17.23684,17.30508,11.4,13.5,18.70909,26.13876,14.41224,17.44,17.31132,14.65414,16.68142,19.11194,15.19802,16.67647,17.04082,17,17.6,14.33333,14.45455,16.58333,15.61702,17.19277,16.54656,16,15,16.52459,12.83333,16.98571,16.56863
86,12,14.66667,14,17.5,16.3913,16.5,14,13.13333,13,14.27273,11.85714,15.84615,14.66667,17.40964,20.56532,13,12.9,14.75,16.63208,15.22857,10,15.34,15.27273,12.77778,17.5,15.01064,44.0685,12.8,15.85806,9,13.77778,16.43,11.14286,13.83333,16.02527,12.4,15.96045,17.75,13.33333,11.61111,18.06452,15.09091,12.65625,14.98113,27.13555,15,17.13423,16.15584,14.8,16.07143,17.32051,16.81818,25.06641,16.91275,15.07407,14.5,14.12,16.87097,18.3,19.53301,15.7218,16.06667,16.60465,16.98857,16.45455,15.93333,24.51065,16.61539,18.71655,15.3,13.95745,16.8172,15.23077,14.45455,16,13.19565,18.62979,15.85897,17.08242,18.01031,15.26531,17.20339,11.66667,19.27273,17.29536,15.73988,17.75,17.41429,16.125,19.77966,17.55405,16.14286,18.4409,21.07273,19.94398,19.0625,18.21687,20.0622,15.63889,16,19.77778,17.35526,17.22881,12.8,13.5,19.87273,26.50957,14.14694,16.68,15.79245,16.23308,17.18584,19.36567,16.14852,14.73529,17.21428,15.88461,17,16.16667,12.36364,14,15.40425,17.54518,17.70445,16.66667,12.45,16.31967,15.16667,17.14286,16.61765
87,16,15.66667,11.875,18.16667,16.08696,17,12.82609,11.8,13,11.90909,12.85714,15.06731,12.33333,16.93976,19.86736,17.5,11.75,12.5,16.86792,14.54286,12,13.2,15.27273,12.77778,16,14.60638,43.73073,13.36,15.66452,13,12.46296,15.505,14.85714,14.5,16.16968,13.38,15.38983,16.875,14.33333,12.11111,18.13763,13.63636,12.875,14.71698,26.49361,12.5,17.28188,16.12121,14.2,17.78572,17.23077,19.63636,24.72266,17.02013,15.2963,14.8,12,17.3871,18.3,19.34369,15.03759,16.36667,17.45349,16.70286,16.34091,15.97949,24.21994,18.23077,18.54422,14.68333,13.93617,16.53763,14.53846,14.5,16,14.6087,18.70213,16.10256,16.27472,17.04124,14.5102,16.54237,11.66667,15.81818,18.07595,16.6763,17.32,16.72857,16.375,20.08475,18.25676,18.28572,18.49308,18.58182,19.95643,19.0625,17.59639,19.5933,15.56944,16.52,19.44444,17.05263,17.55932,14,13.5,19.33636,26.34928,14.78367,18.32,16.37736,16.19549,16.86726,19.70896,15.9703,13.08823,16.5,18.23077,16.52,14.5,13.72727,15,15.42553,17.65361,16.83806,20.83333,14.1,16.29508,14.66667,17.6,16.29412
88,16.33333,15.33333,15.375,18.66667,16.3913,17.02174,13.30435,14.4,12,14.45455,10.28571,15.5,15.66667,17.60241,20.61649,12.5,11.9,11,16.93082,14.57143,11,12.84,13.09091,13.33333,12,14.2234,44.53854,11.88,15.43871,14,12.81481,15.67,14.71429,14.16667,15.84838,13.7,15.16949,17.625,15.66667,13.05556,18.15699,11.90909,14.15625,14.22641,26.50639,12.5,16.90604,16.31169,12.7,16.14286,15.67949,16,24.80664,17.02013,14.55556,15.2,13.68,18.29032,15.2,19.68835,14.92481,15.23333,17,16.77143,16.88636,15.63077,24.18874,13.84615,18.74376,14.8,14.59575,16.86021,15.92308,15.13636,9,14.63043,18.54468,15.51282,17.02747,17.7732,15.40816,15.74576,10.66667,18.45455,17.78481,15.76879,16.92,17.08571,15.625,18.25424,18.59459,15.14286,18.72204,18.2,19.07884,19.28125,17.5,19.2823,15.70833,15.4,18,16.43421,16.95763,12.6,15,18.65454,26.39713,15.02041,16.12,15.70755,16.21053,16.00885,19.12687,15.9604,14.20588,17.14286,16.69231,15.16,13.66667,12.81818,14.41667,14.53191,17.46988,17.38057,18.16667,13.7,15.32787,11.5,17.71905,15.63725
89,13.66667,14.66667,14.375,16.83333,16.3913,17.30435,13.65217,11.93333,12,14.81818,15.28571,15.25,13.66667,17.07631,20.56682,11,11.3,15,16.6761,14.6,19,14.98,16.18182,14.33333,13.5,14.73404,44.17793,13.64,15.8,14,13.18519,15.415,13.42857,17,15.38628,12.44,15.40113,17,13.66667,13.33333,17.44946,14.18182,13.21875,15.22641,26.74425,10.5,16.20805,15.97403,13.8,14.85714,16.73077,17.27273,24.86914,16.28859,14.81481,14.8,14.04,17.29032,16,19.41845,14.93985,15.9,15.89535,16.76571,15.65909,15.61026,24.15068,15.38461,18.9229,15.43333,13.61702,17.03226,15.76923,14.04545,11,13.80435,18.12766,15.30769,16.09341,16.31959,15.5102,15.8983,11.33333,16.54545,17.66878,15.07514,16.955,17.27143,15.16667,19.74576,18.22973,18,18.35783,17.72727,19.28008,17.59375,17.39157,19.2488,15.40278,15.88,17.44444,16.89474,16.88136,13.8,12.5,19.3,26.1882,14.8,16.36,16.92453,16.12782,16.49557,18.92537,16.33663,13.73529,15.46939,16.84615,15.68,11.83333,12.36364,15.33333,14.51064,17.31024,16.78138,16.16667,15.1,15.53279,11,16.96667,15.81373
90,15,12.66667,14.5,15.5,15.64348,16.67391,13.78261,14.06667,16,15.59091,11.42857,15.00961,12.66667,16.77108,20.57029,11.5,11.6,9.75,16.89623,14.54286,13,14.92,13,12.77778,14.5,14.47872,43.7393,14.2,15.85806,11,13.94444,15.71,12,17.5,15.45848,12.76,14.85876,17.375,16.66667,14.11111,17.74194,11.90909,13.25,15.28302,27.03325,12.5,16.75168,15.91775,12.2,16.14286,16.47436,18.36364,24.98438,17.7651,14.92593,14.2,13.48,16.87097,14.7,19.79515,15.21053,14.8,15.95349,16.78572,14.84091,16.32308,23.97489,14.76923,18.71202,14.25,15,16.94624,15.15385,15.72727,11,14.76087,18.37021,15.53846,16.27472,16.50516,15.47959,15.77119,14,14.18182,17.62658,14.97688,16.915,16.01429,15.04167,18.61017,17.18919,14.28571,18.80511,18.94545,18.55394,18.1875,16.74096,19.46412,16.27778,16.44,15.88889,17.17105,15.40678,11.4,12.5,19.16364,26.1244,15.48163,16.32,16.45283,16.64662,15.43363,18.93657,15.72277,15.44118,16.88775,17.19231,16.76,12.91667,14.09091,15.33333,15.25532,17.21386,17.43725,16,15.05,16.31967,14,17.40952,15.9902
91,14.33333,12.66667,13.875,17.66667,15.97391,16.30435,12.56522,12.13333,14,14.36364,10.71429,15.24039,15.66667,17.50201,20.38301,16,11.3,15,16.77673,13.85714,10,13.68,15.09091,12.33333,16,14.56383,43.63939,13.4,15.79355,15,13.81481,15.105,11.28571,11.5,15.13357,12.36,14.64972,17.125,15.33333,11.44444,17.27097,11.63636,13.03125,15.35849,26.81586,11.5,16.24832,16.09957,14.1,16.07143,15.47436,18.45455,24.69141,16.09396,14.14815,14.8,13.84,16.90322,15.6,19.55534,14.81955,15.3,15.56977,16.59714,16.88636,15.71795,23.88356,13.46154,18.96825,14,15.40425,15.45161,15.84615,14.27273,10,13.71739,18.57021,15.53846,16.66483,16.90722,14.84694,15.8983,11,17.36364,17.26793,14.69942,17.25,17.01429,16.45833,18.84746,17.85135,14.71429,19.20234,18.27273,18.41909,19.5625,17.1988,19.60048,15.52778,15.8,17.88889,17.38158,16.07627,13.8,11.5,19.03636,25.91946,16.18367,15.8,15.51887,16.57143,16.0708,18.64179,15.92079,13,17.44898,17.03846,16.2,16,13.18182,16.75,15.40425,17.42169,16.63563,18,12.6,14.96721,10,16.70476,15.68627
92,11,11.66667,12.625,17.83333,16.24348,17.71014,14.43478,12.6,12,14.31818,12.71429,14.81731,11.66667,17.43373,20.55638,12.5,14.85,11.5,16.95283,15.34286,14,14.5,15.90909,13.33333,15,14.71277,43.83825,12.36,15.51613,12,13.64815,15.4,14.28571,12.83333,15.44765,12.16,14.77966,16.375,12.66667,12.94444,17.30107,14.72727,12.65625,14.09434,26.84399,12.5,16.07383,16.45887,14.9,16.42857,15.71795,16.36364,25.38672,15.97987,14.55556,13.4,13.12,16.74194,15.2,19.36117,15.09774,14.86667,16.82558,16.73143,15.36364,15.8359,24.00837,15.07692,18.70295,14.9,14.76596,16.66667,14.23077,15.18182,11,13.8913,17.77021,14.82051,15.74176,16.46392,14.9898,15.91525,9.666667,16.18182,16.94726,15.66474,17.355,17.14286,15.66667,19.0339,17.82432,14.28571,18.65176,19.4,18.52282,19.03125,17.23494,19.12201,14.38889,17.16,17.55556,16.92105,16.44068,13.4,14.5,18.42727,25.77193,16.36327,16.36,16.19811,15.98496,15.54867,18.51866,16.0099,13.52941,16.5102,17.15385,14.16,13.91667,13.54545,15.58333,14.87234,17.30422,17.08502,17.33333,15.85,15.12295,13.16667,16.78095,14.77451
93,11.66667,13,15.125,17.33333,15.6087,16.72464,14.17391,14.06667,12,15.77273,11.28571,15.46154,11,17.07631,20.34923,13,12.95,12.75,17.06604,14.4,8,13.94,15,13.44444,15,14.93617,43.43673,12.64,15.57419,16,13.7037,15.24,13.14286,11.5,15.03971,13.24,14.51977,17.125,13,12.38889,17.42366,11.63636,12.09375,15.20755,26.75959,11,16.19463,15.93939,12.3,15.35714,14.79487,16.18182,24.58984,15.72483,13.55556,13.4,13.8,17.45161,17.1,19.46602,14.42105,15.8,15.0814,17.10857,16.27273,15.66154,23.59437,14.46154,18.3288,14.1,15.55319,16,15.53846,14.90909,9,14.82609,17.40425,15.79487,16.14286,16.2165,15.62245,16.23729,9,15.45455,17.32278,15.38728,16.295,16.85714,15.75,18.28814,17,16.28572,18.25772,17.98182,18.41494,18.875,17.25904,18.53588,15.68056,15.52,15.88889,16.73684,15.81356,12.6,11.5,18.94545,25.85885,15.93061,15.08,16.31132,16.14286,15.69911,18.70149,15.46535,13.17647,16.41837,16.42308,15.6,11.91667,11.90909,15.16667,14.78723,17.41265,16.60324,18.16667,14.3,14.63115,15,16.91905,15.81373
94,12.33333,11.33333,14.125,16.33333,14.68696,16.31159,12.78261,12.53333,14,16.27273,14.14286,14.5,12.66667,16.81124,20.2305,14,12.05,15,16.71069,14.71429,12,15.06,15.63636,11.88889,11.5,15.15957,43.0999,12.28,16.16129,11,12.74074,15.435,13.42857,13,15.07942,12.7,14.42938,18.25,11,13,17.74624,12.90909,12.15625,15.20755,26.57545,12,15.52349,15.63203,15.8,14.28571,15.5641,14.63636,24.2793,16.10067,13.03704,14.3,12.48,15.48387,14.9,18.86214,14.56391,14.6,15.54651,16.31143,15.5,16.01538,23.63775,13.30769,18.14739,15.26667,14.65957,16.49462,15.38461,14.54545,15,13.8913,17.32766,15.51282,16.53297,17.47423,15.2449,15.09322,12.33333,17.54545,17.16245,14.76301,17.385,16.44286,15.58333,17.49153,17.56757,15.85714,18.61342,18.32727,18.29461,18.15625,16.93373,18.85646,15.66667,16.24,18.22222,17.09211,15.95763,14.4,11.5,18.64545,26.16188,16.16735,16.32,16.51887,15.6391,15.16814,18.49627,14.75247,14.05882,16.08163,16.61539,15.4,13.33333,12.63636,16.75,15.55319,17.37952,16.95547,15.33333,12.75,14.82787,12,16.79524,15.51961
95,13.66667,13,13,15,15.46087,16.23188,13.56522,14.93333,11,15.5,12.14286,14.875,10.66667,17.14458,20.36761,16.5,11.9,12.25,17.01887,14.31429,11,14.08,14.45455,11,16.5,14.38298,43.76689,13.76,15.6,11,12.64815,15.27,11.14286,12.66667,15.47653,12.08,13.8983,17.625,14,12,17.10753,15.54545,12.53125,15.07547,26.89514,14,15.81208,15.80519,12.7,15,15.5,16.81818,24.38867,15.83221,15.62963,12.6,11.96,17.35484,16.4,19.25922,15.2406,15.7,16.34884,16.88857,15.63636,15.98462,23.74962,14.53846,18.63946,15.88333,14.2766,15.36559,16.46154,13.95455,11,13.97826,17.97872,14.85897,16.40659,16.51546,15.13265,15.31356,12.66667,16.54545,17.46413,15.49711,16.89,16,14.70833,18.67797,17.58108,15,18.27369,18.69091,18.35685,18.5625,16.76506,19.18421,15.61111,14.92,17,15.76316,16.72034,12.6,14.5,17.93636,26.18421,15.33061,16.4,15.96226,15.79699,15.02655,18.26493,16.16832,13.76471,15.9898,16.96154,14.56,14.83333,11.27273,17.83333,15.40425,17.31024,17.03644,16.66667,13.95,15.27869,13,16.98571,15.18627
96,15.66667,11,12.25,15,15.14783,16.78986,13,14.73333,13,13.77273,13,15.16346,13,16.51406,20.42225,13.5,11.15,12.5,16.51572,14.34286,18,13.78,14.18182,13,14.5,14.90425,43.4805,12.64,15.49032,11,12.18519,15.065,17.14286,12.66667,15.5343,13.26,14.57627,19.125,14.66667,13.77778,17.55484,14.81818,13.8125,15.50943,26.69054,15,16.20805,16.00433,13.6,14.14286,15.61539,15.72727,24.6875,15.30872,15.59259,12.5,12.84,16.45161,13.2,19.60971,14.79699,16.13333,15.7093,16.66,15.65909,14.94359,23.76941,13.46154,18.79138,14.81667,12.74468,15.80645,16.23077,13.31818,12,14.5,17.56596,14.57692,16.53297,16.43299,15.11224,15.87288,14.66667,18.36364,17.08861,15.13873,16.53,17.75714,16.45833,17.62712,16.86486,14.28571,18.65495,17.81818,18.04772,18.25,17.09639,18.64354,15.18056,16.04,16.88889,16.63158,17.11864,11.8,15,17.87273,26.19538,15.02449,15.8,15.12264,16.13534,14.59292,18.86194,15.79208,13,15.64286,15.23077,16.24,12.33333,13.09091,13.66667,14.61702,17.53012,16.63968,16,13.65,14.83607,13.33333,16.72857,15.54902
97,18,14.33333,15.25,14.66667,16.52174,16.68116,11.95652,12.26667,13,14.27273,13,15.11539,14.33333,16.57028,20.28366,16,12.35,13.25,16.72956,15.02857,14,14.54,12.36364,11.55556,13.5,15.41489,42.64605,13.72,15.25161,15,12.42593,14.82,12.71429,12.5,14.49097,12.06,13.92655,16.375,12.66667,12.72222,17.60215,12.36364,13.15625,14.81132,26.62916,13.5,15.69128,15.90043,12.6,17.78572,16.6282,17.81818,24.80078,16.71812,14.14815,15,14.24,16.48387,16.7,19.50388,14.26316,15.46667,15.01163,16.50286,15.11364,15.35385,24.09817,14,18.72562,14.65,14.93617,16,15.38461,14.77273,15,13.80435,17.74468,14.39744,15.73626,16.29897,14.7449,15.6017,11.66667,16.81818,17.42194,15.43353,16.54,17.17143,15.375,18.52542,17.32432,15.14286,18.10969,18.21818,17.72407,18.40625,16.94578,18.89952,15.83333,14.32,18,16.43421,15.33051,15.2,13,18.03636,26.3134,14.8,16.52,15.77359,15.58647,14.89381,18.14552,15.88119,13,16.0102,16.30769,14.2,15.16667,11.81818,15.16667,12.65957,16.46386,17.11336,16.66667,13.4,15.39344,14.16667,17.28095,16.0098
98,14.66667,11,14.125,15.83333,15.70435,16.73913,13.6087,14.13333,14,13.90909,11.57143,15.56731,9.666667,16.70683,20.2767,14.5,12.7,12.25,16.75786,13.74286,26,14.74,15.09091,11.88889,13.5,14.93617,42.71741,12.28,15.53548,13,12.61111,15.425,13,12.66667,14.89892,12.04,14,20,14,11.66667,17.23011,12.18182,11.9375,14.73585,27.07161,13,14.59732,15.67532,12.5,14.71429,15.02564,16.81818,24.45508,16.34228,13.66667,12.4,12.08,16.51613,14.6,19.05049,14.12782,14.8,15.25581,16.38857,15.22727,15.85128,23.70548,14.15385,18.56689,15.65,13.48936,16.29032,14.30769,14.68182,12,14.32609,17.91915,14.35897,15.62088,15.98969,14.46939,15.31356,16.33333,16.27273,17.33755,15.50289,16.84,16.98571,13.79167,17.84746,16.43243,13.71429,18.71778,17.70909,17.47303,18.625,16.26506,18.29426,15.19444,16.48,18.44444,16.52632,15.38983,11.2,14,18.1,25.95056,14.53469,15.96,15.38679,15.84962,15.0531,18.5709,15.27723,12.38235,16.97959,17.26923,16.76,13.75,13.27273,14.5,15.44681,17.2741,16.97166,14.16667,13.4,14.87705,11.33333,17.02381,16.02941
99,12.66667,13.33333,14.25,15.83333,15.42609,16.73188,12.82609,13.2,17,15.31818,12.28571,14.93269,13.66667,16.76707,20.51316,10.5,11.75,13.5,16.30818,14.57143,14,13.72,12.81818,11.33333,13,14.73404,42.02379,13.64,15.43226,11,13.01852,14.26,14.42857,13.5,14.62816,14.12,14.27684,16,20,12.27778,17.14624,13.63636,11.65625,14.96226,26.43734,13.5,15.22148,15.75758,13.6,14.57143,15.28205,14.72727,24.0957,15.10738,14.55556,15.4,12.64,16.80645,14.9,18.80874,14.63158,15.43333,15.37209,16.21714,16.02273,15.67692,23.81735,13.30769,18.45805,14.9,14.29787,16.26882,15.76923,15.31818,11,14.41304,17.6,14.70513,15.68681,17.61856,15.2551,14.78814,12,13.81818,17.31857,14.6763,17.375,16.95714,15.45833,17.84746,18.09459,14.57143,18.72631,17.78182,17.70747,18.4375,16.45181,18.50239,14.90278,14.92,15.88889,15.61842,15.30509,13,12,18.12727,26.07257,14.8898,17.44,15.39623,14.80451,15.64602,18.79104,15.55446,13.23529,16.46939,15.73077,14.8,14.58333,11.45455,15.41667,14.46809,17.24398,16.90688,16.83333,13.2,14.31967,13.66667,16.25238,14.90196
100,14,9.666667,13.625,15.83333,15.07826,16.73913,12.47826,13.46667,13,15,11.42857,14.875,12.66667,17.01205,20.22752,11.5,13.55,10.5,16.56604,14.71429,11,13.92,14.36364,14.22222,13.5,14.45745,42.53758,11.72,16.46452,12,12.18519,14.725,14,13.33333,14.81588,12.52,14.20904,17.375,10.66667,12.72222,17.34409,14.90909,14.09375,14.75472,26.50895,13.5,15.18121,15.50649,11.7,15.57143,14.62821,19.36364,24.80078,15.61745,14.40741,17.2,14,18.29032,16.6,19.38738,14.82707,15.36667,16.24419,17.02571,16.06818,15.4,24.2032,13.61539,18.85034,15.13333,14.80851,16.84946,14.53846,16.22727,12,13.5,17.58723,15.19231,16.45055,16.48454,15.52041,15.38136,12.66667,15.45455,17.27004,14.4104,17.4,16.42857,14,18.23729,18.04054,16,18.3525,18.47273,17.93154,18.125,16.93976,18.94019,14.09722,14.48,17,15.88158,15.90678,12.4,14.5,18.41818,26.01834,14.16735,15.56,15.56604,15.33835,14.50443,18.25,15.9604,13.85294,15.68367,16,14.88,13.75,11.81818,15,14.14894,17.65663,16.70041,16.33333,15.9,14.98361,13.5,16.68095,15.22549
101,11.66667,14.33333,13.75,16,14.95652,17.21014,12.52174,12.46667,13,14,11.14286,14.46154,14.66667,16.43373,20.42176,16.5,13.75,13.75,16.74843,13.74286,15,14.64,14.27273,14.44444,17.5,14.37234,42.81161,11.64,15.49677,14,12.12963,14.82,11.14286,13.16667,15.04693,13.04,14.15819,16.625,10.33333,12.44444,17.1957,14.81818,13.125,14.50943,26.76471,15.5,14.51678,15.7316,12.4,12.57143,16.21795,16,24.41406,15.51678,13.37037,13.9,13.92,15.45161,12.9,18.93689,14.71429,15.53333,14.97674,16.65429,15.15909,15.2,23.8379,15.30769,18.25397,14.93333,15.29787,15.91398,15.61539,14.13636,18,13.02174,17.26383,14.78205,16.35714,16.13402,14.68367,15.36441,13,16.81818,17.13291,15.31792,17.075,16.4,14.08333,17.77966,16.67568,14,18.3557,17.34546,18.08091,19.4375,16.91566,18.83014,14.56944,17.2,18.77778,16.31579,16.27119,13.2,14,19.1,25.66109,14.66531,14.88,15.76415,16.12782,15.15044,19.24254,15.87129,13.35294,16.9898,17.42308,15.56,14.33333,11.18182,13,13.97872,17.09337,16.76923,15,12.85,14.88525,11.66667,17.16191,15.85294
102,17.66667,11.66667,15.25,19.16667,14.69565,16.94928,12.82609,12.66667,14,14.68182,12.14286,14.85577,10,17.24096,20.07799,14.5,13.95,13.5,16.00315,14.05714,8,14.66,15.54545,11.88889,18,13.73404,42.74976,13.24,15.30968,12,12.74074,14.5,13.71429,10.16667,15.07581,11.6,13.9435,16.875,13.33333,12.5,17.47527,13.18182,13.21875,15.45283,26.52174,12,15.06711,16.24675,12.2,14.07143,15.12821,17,24.28125,15.11409,13.51852,14.8,12.96,17.80645,16.6,19.07379,14.18045,16.46667,15.0814,16.09429,15.65909,15.14359,23.7618,12.69231,18.88662,15.4,12.95745,15.72043,14.92308,14.86364,11,13.32609,17.39149,14.67949,16.75824,16.89691,15.9898,16.47458,12,16.18182,17.31013,15.90173,17.41,17.35714,16.83333,17.74576,16.97297,14.14286,18.57934,18.38182,17.99792,17.75,17.35542,18.80861,15.125,15.92,18.33333,16.69737,15.90678,14.2,14,18.47273,26.27751,14.60816,16.08,15.56604,16.57143,15.82301,18.52239,15.60396,13.85294,15.96939,17.15385,13.48,14,11.45455,15.25,15.06383,17.33735,16.93522,16,14.05,15.29508,14.5,16.99048,15.5098
